Day,Month,NewCustomers,TotalMembers,PatientsSeen,CurrentPediatricDoctors,CurrentOrthoDoctors,CurrentNurses,RevenuePrevention,RevenueTreatment,RevenueOrtho,RevenueCardDaily,RevenueTotal,CashNewCard,CashRenewCard,CashTreatment,CashFlowToday,Cash,Costs,DoctorSalary,NurseSalary,MonthlyCardRevenue,ContractLiability,CardContractLiability,OrthoContractLiability,PediatricMaterialRatio,OrthoMaterialRatio
962,33,4,1214,27,1,1,6,0,2360,5005,3302.222222222222,13867.222222222223,15000,1000,11460,25840.5,3497670.3666666667,1619.5,0.0,0.0,99066.66666666667,2955730.0,1876000.0,1079730,0.05,0.3
963,33,4,1218,30,1,1,6,0,2360,0,3302.222222222222,7262.222222222223,8000,0,2360,10242.0,3507912.3666666667,118.0,0.0,0.0,99066.66666666667,2961330.0,1881600.0,1079730,0.05,0.3
964,33,2,1218,23,1,1,6,0,2640,0,3302.222222222222,5942.222222222223,0,0,2640,2508.0,3510420.3666666667,132.0,0.0,0.0,99066.66666666667,2963196.6666666665,1883466.6666666665,1079730,0.05,0.3
965,33,2,1218,26,1,1,6,0,0,0,3302.222222222222,4302.222222222223,5000,0,0,5000.0,3515420.3666666667,0.0,0.0,0.0,99066.66666666667,2963196.6666666665,1883466.6666666665,1079730,0.05,0.3
966,33,2,1219,27,1,1,6,0,2640,10725,3302.222222222222,17867.222222222223,5000,1000,22140,24790.5,3540210.8666666667,3349.5,0.0,0.0,99066.66666666667,2973838.3333333335,1885333.3333333335,1088505,0.05,0.3
967,33,2,1219,17,1,1,6,0,520,16500,3302.222222222222,21322.222222222223,5000,0,30520,30544.0,3570754.8666666667,4976.0,0.0,0.0,99066.66666666667,2989205.0,1887200.0,1102005,0.05,0.3
968,33,2,1220,24,1,1,6,0,520,0,3302.222222222222,4822.222222222223,5000,0,520,5494.0,3576248.8666666667,26.0,0.0,0.0,99066.66666666667,2991071.6666666665,1889066.6666666665,1102005,0.05,0.3
969,33,2,1221,26,1,1,6,0,2080,10725,3302.222222222222,17107.222222222223,5000,0,21580,23258.5,3599507.3666666667,3321.5,0.0,0.0,99066.66666666667,3001713.3333333335,1890933.3333333335,1110780,0.05,0.3
970,33,1,1222,24,1,1,6,0,1840,0,3302.222222222222,5342.222222222223,1000,0,1840,2748.0,3602255.3666666667,92.0,0.0,0.0,99066.66666666667,3003580.0,1892800.0,1110780,0.05,0.3
971,33,3,1222,32,1,1,6,0,1560,16500,3302.222222222222,21562.222222222223,1000,0,31560,27532.0,3629787.3666666667,5028.0,0.0,0.0,99066.66666666667,3017080.0,1892800.0,1124280,0.05,0.3
972,33,2,1224,24,1,1,6,0,520,0,3302.222222222222,5022.222222222223,6000,0,520,6494.0,3636281.3666666667,26.0,0.0,0.0,99066.66666666667,3017080.0,1892800.0,1124280,0.05,0.3
973,33,1,1224,28,1,1,6,0,520,0,3302.222222222222,3822.222222222222,0,0,520,494.0,3636775.3666666667,26.0,0.0,0.0,99066.66666666667,3018946.6666666665,1894666.6666666665,1124280,0.05,0.3
974,33,1,1224,32,1,1,6,0,1040,0,3302.222222222222,4542.222222222223,1000,0,1040,1988.0,3638763.3666666667,52.0,0.0,0.0,99066.66666666667,3018946.6666666665,1894666.6666666665,1124280,0.05,0.3
975,33,4,1227,26,1,1,6,0,2360,0,3302.222222222222,7862.222222222223,11000,0,2360,13242.0,3652005.3666666667,118.0,0.0,0.0,99066.66666666667,3018946.6666666665,1894666.6666666665,1124280,0.05,0.3
976,33,4,1230,35,1,1,6,0,4440,13585,3302.222222222222,24327.222222222223,15000,0,29140,39842.5,3691847.8666666667,4297.5,0.0,0.0,99066.66666666667,3033795.0,1898400.0,1135395,0.05,0.3
977,33,2,1231,26,1,1,6,0,1320,0,3302.222222222222,6622.222222222223,5000,5000,1320,11254.0,3703101.8666666667,66.0,0.0,0.0,99066.66666666667,3039395.0,1904000.0,1135395,0.05,0.3
978,33,5,1234,31,1,1,6,0,2360,0,3302.222222222222,8662.222222222223,15000,0,2360,17242.0,3720343.8666666667,118.0,0.0,0.0,99066.66666666667,3043128.3333333335,1907733.3333333335,1135395,0.05,0.3
979,33,4,1234,26,1,1,6,0,2120,0,3302.222222222222,5822.222222222223,1000,1000,2120,4014.0,3724357.8666666667,106.0,0.0,0.0,99066.66666666667,3048728.3333333335,1913333.3333333335,1135395,0.05,0.3
980,33,3,1235,33,1,1,6,0,2640,0,3302.222222222222,6142.222222222223,1000,0,2640,3508.0,3727865.8666666667,132.0,0.0,0.0,99066.66666666667,3048728.3333333335,1913333.3333333335,1135395,0.05,0.3
981,33,2,1237,26,1,1,6,0,2360,0,3302.222222222222,7662.222222222223,10000,0,2360,12242.0,3740107.8666666667,118.0,0.0,0.0,99066.66666666667,3048728.3333333335,1913333.3333333335,1135395,0.05,0.3
982,33,2,1237,33,1,1,6,0,0,0,3302.222222222222,3502.222222222222,1000,0,0,1000.0,3741107.8666666667,0.0,0.0,0.0,99066.66666666667,3052461.6666666665,1917066.6666666665,1135395,0.05,0.3
983,33,2,1238,29,1,1,6,0,2640,0,3302.222222222222,7142.222222222223,6000,0,2640,8508.0,3749615.8666666667,132.0,0.0,0.0,99066.66666666667,3052461.6666666665,1917066.6666666665,1135395,0.05,0.3
984,33,5,1241,29,1,1,6,0,2640,16500,3302.222222222222,24042.222222222223,3000,5000,32640,35558.0,3785173.8666666667,5082.0,0.0,0.0,99066.66666666667,3067828.3333333335,1918933.3333333335,1148895,0.05,0.3
985,33,4,1241,28,1,1,6,0,2080,0,3302.222222222222,5782.222222222223,2000,0,2080,3976.0,3789149.8666666667,104.0,0.0,0.0,99066.66666666667,3069695.0,1920800.0,1148895,0.05,0.3
986,33,2,1240,33,1,1,6,0,1320,8775,3302.222222222222,14397.222222222223,0,5000,1320,3621.5,3792771.3666666667,2698.5,0.0,0.0,99066.66666666667,3060920.0,1920800.0,1140120,0.05,0.3
987,33,3,1243,34,1,1,6,0,520,10725,3302.222222222222,15947.222222222223,7000,0,20020,23776.5,3816547.8666666667,3243.5,0.0,0.0,99066.66666666667,3071561.6666666665,1922666.6666666665,1148895,0.05,0.3
988,33,3,1244,36,1,1,6,0,520,4095,3302.222222222222,9917.222222222223,10000,0,520,9265.5,3825813.3666666667,1254.5,0.0,0.0,99066.66666666667,3069333.3333333335,1924533.3333333335,1144800,0.05,0.3
989,33,2,1244,28,1,1,6,0,2120,0,3302.222222222222,5422.222222222223,0,0,2120,2014.0,3827827.3666666667,106.0,0.0,0.0,99066.66666666667,3073066.6666666665,1928266.6666666665,1144800,0.05,0.3
990,33,1,1245,17,1,1,6,0,0,0,3302.222222222222,4502.222222222223,1000,5000,0,6000.0,3833827.3666666667,0.0,0.0,0.0,99066.66666666667,3004200.0,1859400.0,1144800,0.05,0.3
991,34,1,1244,27,1,1,6,0,520,0,3422.2222222222217,3942.2222222222217,0,0,520,494.0,3834321.3666666667,26.0,0.0,0.0,102666.66666666666,3006000.0,1861200.0,1144800,0.05,0.3
992,34,1,1245,32,1,1,6,0,1840,0,3422.2222222222217,6262.222222222222,5000,0,1840,-176739.40000000002,3657581.966666667,183579.40000000002,36353.5,84133.90000000002,102666.66666666666,3006000.0,1861200.0,1144800,0.05,0.3
993,34,2,1246,34,1,1,6,0,2640,0,3422.2222222222217,6262.222222222222,1000,0,2640,3508.0,3661089.966666667,132.0,0.0,0.0,102666.66666666666,3007800.0,1863000.0,1144800,0.05,0.3
994,34,2,1248,34,1,1,6,0,520,0,3422.2222222222217,5142.222222222222,6000,0,520,6494.0,3667583.966666667,26.0,0.0,0.0,102666.66666666666,3007800.0,1863000.0,1144800,0.05,0.3
995,34,1,1248,23,1,1,6,0,520,0,3422.2222222222217,3942.2222222222217,0,0,520,494.0,3668077.966666667,26.0,0.0,0.0,102666.66666666666,3009600.0,1864800.0,1144800,0.05,0.3
996,34,2,1247,29,1,1,6,0,1320,0,3422.2222222222217,4742.222222222222,0,0,1320,1254.0,3669331.966666667,66.0,0.0,0.0,102666.66666666666,3009600.0,1864800.0,1144800,0.05,0.3
997,34,4,1249,39,1,1,6,0,4240,0,3422.2222222222217,9062.222222222223,7000,0,4240,11028.0,3680359.966666667,212.0,0.0,0.0,102666.66666666666,3009600.0,1864800.0,1144800,0.05,0.3
998,34,2,1250,21,1,1,6,0,1560,0,3422.2222222222217,6982.222222222222,10000,0,1560,11482.0,3691841.966666667,78.0,0.0,0.0,102666.66666666666,3011400.0,1866600.0,1144800,0.05,0.3
999,34,4,1252,36,1,1,6,0,4480,0,3422.2222222222217,9102.222222222223,6000,0,4480,10256.0,3702097.966666667,224.0,0.0,0.0,102666.66666666666,3015000.0,1870200.0,1144800,0.05,0.3
1000,34,2,1254,32,1,1,6,0,2600,10725,3422.2222222222217,17147.222222222223,2000,0,22100,20752.5,3722850.466666667,3347.5,0.0,0.0,102666.66666666666,3025575.0,1872000.0,1153575,0.05,0.3
1001,34,1,1254,29,1,1,6,0,1040,10725,3422.2222222222217,15387.222222222223,1000,0,20540,18270.5,3741120.966666667,3269.5,0.0,0.0,102666.66666666666,3034350.0,1872000.0,1162350,0.05,0.3
1002,34,2,1254,37,1,1,6,0,1560,0,3422.2222222222217,5982.222222222222,5000,0,1560,6482.0,3747602.966666667,78.0,0.0,0.0,102666.66666666666,3034350.0,1872000.0,1162350,0.05,0.3
1003,34,2,1256,36,1,1,6,0,2080,17550,3422.2222222222217,25052.222222222223,10000,0,2080,6711.0,3754313.966666667,5369.0,0.0,0.0,102666.66666666666,3018600.0,1873800.0,1144800,0.05,0.3
1004,34,2,1256,41,1,1,6,0,2640,0,3422.2222222222217,7262.222222222222,1000,5000,2640,8508.0,3762821.966666667,132.0,0.0,0.0,102666.66666666666,3022200.0,1877400.0,1144800,0.05,0.3
1005,34,2,1257,33,1,1,6,0,3400,0,3422.2222222222217,7022.222222222222,1000,0,3400,4230.0,3767051.966666667,170.0,0.0,0.0,102666.66666666666,3024000.0,1879200.0,1144800,0.05,0.3
1006,34,4,1260,34,1,1,6,0,5280,0,3422.2222222222217,11702.222222222223,15000,0,5280,20016.0,3787067.966666667,264.0,0.0,0.0,102666.66666666666,3024000.0,1879200.0,1144800,0.05,0.3
1007,34,3,1263,35,1,1,6,0,1040,2860,3422.2222222222217,8922.222222222223,3000,5000,6240,13330.0,3800397.966666667,910.0,0.0,0.0,102666.66666666666,3031740.0,1884600.0,1147140,0.05,0.3
1008,34,4,1264,27,1,1,6,0,800,16500,3422.2222222222217,21122.222222222223,1000,1000,30800,27810.0,3828207.966666667,4990.0,0.0,0.0,102666.66666666666,3047040.0,1886400.0,1160640,0.05,0.3
1009,34,2,1266,30,1,1,6,0,2120,13500,3422.2222222222217,20242.222222222223,6000,0,2120,3964.0,3832171.966666667,4156.0,0.0,0.0,102666.66666666666,3033540.0,1886400.0,1147140,0.05,0.3
1010,34,3,1269,34,1,1,6,0,1840,0,3422.2222222222217,8262.222222222223,15000,0,1840,16748.0,3848919.966666667,92.0,0.0,0.0,102666.66666666666,3035340.0,1888200.0,1147140,0.05,0.3
1011,34,2,1271,44,1,1,6,0,2400,0,3422.2222222222217,7022.222222222222,6000,0,2400,8280.0,3857199.966666667,120.0,0.0,0.0,102666.66666666666,3040740.0,1893600.0,1147140,0.05,0.3
1012,34,3,1273,37,1,1,6,0,2880,19500,3422.2222222222217,28802.222222222223,10000,5000,22380,31386.0,3888585.966666667,5994.0,0.0,0.0,102666.66666666666,3042540.0,1895400.0,1147140,0.05,0.3
1013,34,2,1275,19,1,1,6,0,520,2860,3422.2222222222217,8002.222222222222,6000,0,5720,10836.0,3899421.966666667,884.0,0.0,0.0,102666.66666666666,3050280.0,1900800.0,1149480,0.05,0.3
1014,34,2,1276,31,1,1,6,0,3200,0,3422.2222222222217,8622.222222222223,5000,5000,3200,13040.0,3912461.966666667,160.0,0.0,0.0,102666.66666666666,3052080.0,1902600.0,1149480,0.05,0.3
1015,34,2,1277,26,1,1,6,0,1840,0,3422.2222222222217,6262.222222222222,5000,0,1840,6748.0,3919209.966666667,92.0,0.0,0.0,102666.66666666666,3055680.0,1906200.0,1149480,0.05,0.3
1016,34,1,1278,30,1,1,6,0,3680,0,3422.2222222222217,8102.222222222222,5000,0,3680,8496.0,3927705.966666667,184.0,0.0,0.0,102666.66666666666,3057480.0,1908000.0,1149480,0.05,0.3
1017,34,1,1277,29,1,1,6,0,3960,0,3422.2222222222217,7382.222222222222,0,0,3960,3762.0,3931467.966666667,198.0,0.0,0.0,102666.66666666666,3059280.0,1909800.0,1149480,0.05,0.3
1018,34,3,1278,38,1,1,6,0,4200,0,3422.2222222222217,8622.222222222223,5000,0,4200,8990.0,3940457.966666667,210.0,0.0,0.0,102666.66666666666,3059280.0,1909800.0,1149480,0.05,0.3
1019,34,3,1280,27,1,1,6,0,2640,10725,3422.2222222222217,18787.222222222223,10000,0,22140,28790.5,3969248.466666667,3349.5,0.0,0.0,102666.66666666666,3069855.0,1911600.0,1158255,0.05,0.3
1020,34,3,1281,32,1,1,6,0,1040,0,3422.2222222222217,4662.222222222222,1000,0,1040,1988.0,3971236.466666667,52.0,0.0,0.0,102666.66666666666,3002521.666666667,1844266.666666667,1158255,0.05,0.3
1021,35,4,1283,36,1,1,6,0,1320,0,3531.111111111111,5251.111111111111,2000,0,1320,3254.0,3974490.466666667,66.0,0.0,0.0,105933.33333333333,3002521.666666667,1844266.666666667,1158255,0.05,0.3
1022,35,1,1284,31,1,1,6,0,2080,0,3531.111111111111,6611.111111111111,5000,0,2080,6976.0,3981466.466666667,104.0,0.0,0.0,105933.33333333333,3002521.666666667,1844266.666666667,1158255,0.05,0.3
1023,35,2,1285,30,1,1,6,0,1840,13780,3531.111111111111,20151.11111111111,5000,0,10940,-179978.2,3801488.2666666666,195918.2,39000.5,89691.70000000001,105933.33333333333,2999575.0,1846000.0,1153575,0.05,0.3
1024,35,3,1284,32,1,1,6,0,3160,0,3531.111111111111,6891.111111111111,0,1000,3160,4002.0,3805490.2666666666,158.0,0.0,0.0,105933.33333333333,3001308.333333333,1847733.333333333,1153575,0.05,0.3
1025,35,3,1285,33,1,1,6,0,1840,0,3531.111111111111,7371.111111111111,5000,5000,1840,11748.0,3817238.2666666666,92.0,0.0,0.0,105933.33333333333,3001308.333333333,1847733.333333333,1153575,0.05,0.3
1026,35,2,1286,31,1,1,6,0,1840,5005,3531.111111111111,12376.111111111111,5000,5000,10940,19346.5,3836584.7666666666,1593.5,0.0,0.0,105933.33333333333,3008870.0,1851200.0,1157670,0.05,0.3
1027,35,3,1289,40,1,1,6,0,2640,0,3531.111111111111,9371.111111111111,11000,5000,2640,18508.0,3855092.7666666666,132.0,0.0,0.0,105933.33333333333,3012336.666666667,1854666.666666667,1157670,0.05,0.3
1028,35,3,1291,37,1,1,6,0,3440,0,3531.111111111111,8371.111111111111,2000,5000,3440,10268.0,3865360.7666666666,172.0,0.0,0.0,105933.33333333333,3017536.666666667,1859866.666666667,1157670,0.05,0.3
1029,35,3,1293,36,1,1,6,0,1320,0,3531.111111111111,5251.111111111111,2000,0,1320,3254.0,3868614.7666666666,66.0,0.0,0.0,105933.33333333333,3019270.0,1861600.0,1157670,0.05,0.3
1030,35,1,1292,36,1,1,6,0,2640,0,3531.111111111111,6371.111111111111,0,1000,2640,3508.0,3872122.7666666666,132.0,0.0,0.0,105933.33333333333,3019270.0,1861600.0,1157670,0.05,0.3
1031,35,2,1292,42,1,1,6,0,3680,0,3531.111111111111,8811.111111111111,6000,2000,3680,11496.0,3883618.7666666666,184.0,0.0,0.0,105933.33333333333,3019270.0,1861600.0,1157670,0.05,0.3
1032,35,2,1293,42,1,1,6,0,2400,0,3531.111111111111,7131.111111111111,5000,1000,2400,8280.0,3891898.7666666666,120.0,0.0,0.0,105933.33333333333,3021003.333333333,1863333.333333333,1157670,0.05,0.3
1033,35,0,1293,30,1,1,6,0,2360,0,3531.111111111111,6891.111111111111,0,5000,2360,7242.0,3899140.7666666666,118.0,0.0,0.0,105933.33333333333,3022736.666666667,1865066.666666667,1157670,0.05,0.3
1034,35,4,1294,36,1,1,6,0,3440,13500,3531.111111111111,22471.11111111111,5000,5000,3440,9218.0,3908358.7666666666,4222.0,0.0,0.0,105933.33333333333,3010970.0,1866800.0,1144170,0.05,0.3
1035,35,3,1295,32,1,1,6,0,1320,13065,3531.111111111111,19916.11111111111,10000,0,20820,26834.5,3935193.2666666666,3985.5,0.0,0.0,105933.33333333333,3020871.666666667,1870266.666666667,1150605,0.05,0.3
1036,35,3,1297,35,1,1,6,0,2120,19500,3531.111111111111,25551.11111111111,2000,0,21620,17664.0,3952857.2666666666,5956.0,0.0,0.0,105933.33333333333,3024338.333333333,1873733.333333333,1150605,0.05,0.3
1037,35,3,1299,35,1,1,6,0,1040,0,3531.111111111111,5771.111111111111,6000,0,1040,6988.0,3959845.2666666666,52.0,0.0,0.0,105933.33333333333,3024338.333333333,1873733.333333333,1150605,0.05,0.3
1038,35,1,1299,23,1,1,6,0,520,0,3531.111111111111,5051.111111111111,5000,0,520,5494.0,3965339.2666666666,26.0,0.0,0.0,105933.33333333333,3026071.666666667,1875466.666666667,1150605,0.05,0.3
1039,35,2,1300,35,1,1,6,0,1840,0,3531.111111111111,7371.111111111111,10000,0,1840,11748.0,3977087.2666666666,92.0,0.0,0.0,105933.33333333333,3027805.0,1877200.0,1150605,0.05,0.3
1040,35,3,1302,31,1,1,6,0,2920,0,3531.111111111111,8651.111111111111,11000,0,2920,13774.0,3990861.2666666666,146.0,0.0,0.0,105933.33333333333,3031271.666666667,1880666.666666667,1150605,0.05,0.3
1041,35,2,1303,30,1,1,6,0,2600,4095,3531.111111111111,11226.111111111111,5000,0,2600,6241.5,3997102.7666666666,1358.5,0.0,0.0,105933.33333333333,3030643.333333333,1884133.333333333,1146510,0.05,0.3
1042,35,2,1304,28,1,1,6,0,1040,5005,3531.111111111111,10576.111111111111,5000,0,10140,13586.5,4010689.2666666666,1553.5,0.0,0.0,105933.33333333333,3036471.666666667,1885866.666666667,1150605,0.05,0.3
1043,35,2,1305,31,1,1,6,0,2120,0,3531.111111111111,6651.111111111111,5000,0,2120,7014.0,4017703.2666666666,106.0,0.0,0.0,105933.33333333333,3038205.0,1887600.0,1150605,0.05,0.3
1044,35,1,1305,34,1,1,6,0,2360,0,3531.111111111111,5891.111111111111,0,0,2360,2242.0,4019945.2666666666,118.0,0.0,0.0,105933.33333333333,3039938.333333333,1889333.333333333,1150605,0.05,0.3
1045,35,2,1306,37,1,1,6,0,2920,0,3531.111111111111,7451.111111111111,5000,0,2920,7774.0,4027719.2666666666,146.0,0.0,0.0,105933.33333333333,3039938.333333333,1889333.333333333,1150605,0.05,0.3
1046,35,2,1306,26,1,1,6,0,2600,8775,3531.111111111111,15306.111111111111,1000,1000,2600,1837.5,4029556.7666666666,2762.5,0.0,0.0,105933.33333333333,3032896.666666667,1891066.666666667,1141830,0.05,0.3
1047,35,1,1306,38,1,1,6,0,520,0,3531.111111111111,4451.111111111111,1000,1000,520,2494.0,4032050.7666666666,26.0,0.0,0.0,105933.33333333333,3032896.666666667,1891066.666666667,1141830,0.05,0.3
1048,35,3,1309,30,1,1,6,0,2880,0,3531.111111111111,9411.111111111111,15000,0,2880,17736.0,4049786.7666666666,144.0,0.0,0.0,105933.33333333333,3032896.666666667,1891066.666666667,1141830,0.05,0.3
1049,35,2,1309,25,1,1,6,0,800,8775,3531.111111111111,13306.111111111111,0,1000,800,-872.5,4048914.2666666666,2672.5,0.0,0.0,105933.33333333333,3029321.666666667,1896266.666666667,1133055,0.05,0.3
1050,35,1,1308,28,1,1,6,0,2920,0,3531.111111111111,6451.111111111111,0,0,2920,2774.0,4051688.2666666666,146.0,0.0,0.0,105933.33333333333,2956388.3333333335,1823333.3333333335,1133055,0.05,0.3
1051,36,4,1311,30,1,1,6,0,1600,2340,3646.6666666666665,10586.666666666666,15000,0,1600,15818.0,4067506.2666666666,782.0,0.0,0.0,109400.0,2954048.3333333335,1823333.3333333335,1130715,0.05,0.3
1052,36,2,1311,32,1,1,6,0,2920,0,3646.6666666666665,6566.666666666666,0,0,2920,2774.0,4070280.2666666666,146.0,0.0,0.0,109400.0,2959048.333333334,1828333.333333334,1130715,0.05,0.3
1053,36,3,1313,35,1,1,6,0,4520,0,3646.6666666666665,11166.666666666666,10000,5000,4520,19294.0,4089574.2666666666,226.0,0.0,0.0,109400.0,2959048.333333334,1828333.333333334,1130715,0.05,0.3
1054,36,1,1314,27,1,1,6,0,520,13500,3646.6666666666665,18666.666666666668,5000,0,520,-183834.80000000005,3905739.466666667,189354.80000000005,36240.0,86038.80000000005,109400.0,2950548.333333334,1833333.333333334,1117215,0.05,0.3
1055,36,4,1317,28,1,1,6,0,1320,0,3646.6666666666665,6366.666666666666,7000,0,1320,8254.0,3913993.466666667,66.0,0.0,0.0,109400.0,2952215.0,1835000.0,1117215,0.05,0.3
1056,36,3,1317,33,1,1,6,0,2640,0,3646.6666666666665,6286.666666666666,0,0,2640,2508.0,3916501.466666667,132.0,0.0,0.0,109400.0,2953881.666666666,1836666.666666666,1117215,0.05,0.3
1057,36,4,1317,27,1,1,6,0,800,0,3646.6666666666665,5646.666666666666,6000,0,800,6760.0,3923261.466666667,40.0,0.0,0.0,109400.0,2953881.666666666,1836666.666666666,1117215,0.05,0.3
1058,36,1,1316,26,1,1,6,0,2880,0,3646.6666666666665,6726.666666666666,0,1000,2880,3736.0,3926997.466666667,144.0,0.0,0.0,109400.0,2955548.333333334,1838333.333333334,1117215,0.05,0.3
1059,36,3,1317,22,1,1,6,0,800,16500,3646.6666666666665,21146.666666666668,1000,0,30800,26810.0,3953807.466666667,4990.0,0.0,0.0,109400.0,2969048.333333334,1838333.333333334,1130715,0.05,0.3
1060,36,2,1318,31,1,1,6,0,520,0,3646.6666666666665,4366.666666666666,1000,0,520,1494.0,3955301.466666667,26.0,0.0,0.0,109400.0,2969048.333333334,1838333.333333334,1130715,0.05,0.3
1061,36,4,1320,37,1,1,6,0,3440,0,3646.6666666666665,9086.666666666666,10000,0,3440,13268.0,3968569.466666667,172.0,0.0,0.0,109400.0,2969048.333333334,1838333.333333334,1130715,0.05,0.3
1062,36,2,1321,26,1,1,6,0,1320,0,3646.6666666666665,6166.666666666666,6000,0,1320,7254.0,3975823.466666667,66.0,0.0,0.0,109400.0,2972381.666666666,1841666.666666666,1130715,0.05,0.3
1063,36,2,1322,31,1,1,6,0,4720,0,3646.6666666666665,9566.666666666666,1000,5000,4720,10484.0,3986307.466666667,236.0,0.0,0.0,109400.0,2974048.333333334,1843333.333333334,1130715,0.05,0.3
1064,36,2,1324,24,1,1,6,0,0,2860,3646.6666666666665,8506.666666666666,10000,0,5200,14342.0,4000649.466666667,858.0,0.0,0.0,109400.0,2978055.0,1845000.0,1133055,0.05,0.3
1065,36,3,1326,26,1,1,6,0,2360,8775,3646.6666666666665,16181.666666666666,2000,5000,2360,6609.5,4007258.966666667,2750.5,0.0,0.0,109400.0,2972613.333333334,1848333.333333334,1124280,0.05,0.3
1066,36,3,1327,34,1,1,6,0,2080,10725,3646.6666666666665,16651.666666666668,1000,0,21580,19258.5,4026517.466666667,3321.5,0.0,0.0,109400.0,2983055.0,1850000.0,1133055,0.05,0.3
1067,36,1,1328,32,1,1,6,0,1560,2340,3646.6666666666665,8546.666666666666,5000,0,1560,5780.0,4032297.466666667,780.0,0.0,0.0,109400.0,2980715.0,1850000.0,1130715,0.05,0.3
1068,36,5,1331,37,1,1,6,0,800,10725,3646.6666666666665,16571.666666666664,7000,0,20300,24042.5,4056339.966666667,3257.5,0.0,0.0,109400.0,2991156.666666666,1851666.666666666,1139490,0.05,0.3
1069,36,4,1333,30,1,1,6,0,520,0,3646.6666666666665,5366.666666666666,6000,0,520,6494.0,4062833.966666667,26.0,0.0,0.0,109400.0,2992823.333333334,1853333.333333334,1139490,0.05,0.3
1070,36,4,1334,36,1,1,6,0,2880,10725,3646.6666666666665,19251.666666666668,10000,0,22380,29018.5,4091852.466666667,3361.5,0.0,0.0,109400.0,3003265.0,1855000.0,1148265,0.05,0.3
1071,36,4,1337,36,1,1,6,0,2080,0,3646.6666666666665,8726.666666666666,15000,0,2080,16976.0,4108828.466666667,104.0,0.0,0.0,109400.0,3006598.333333334,1858333.333333334,1148265,0.05,0.3
1072,36,3,1338,39,1,1,6,0,1840,0,3646.6666666666665,6486.666666666666,5000,0,1840,6748.0,4115576.466666667,92.0,0.0,0.0,109400.0,3011598.333333334,1863333.333333334,1148265,0.05,0.3
1073,36,1,1338,33,1,1,6,0,1560,0,3646.6666666666665,5206.666666666666,0,0,1560,1482.0,4117058.466666667,78.0,0.0,0.0,109400.0,3013265.0,1865000.0,1148265,0.05,0.3
1074,36,2,1339,33,1,1,6,0,3160,0,3646.6666666666665,7006.666666666666,1000,0,3160,4002.0,4121060.466666667,158.0,0.0,0.0,109400.0,3013265.0,1865000.0,1148265,0.05,0.3
1075,36,3,1341,28,1,1,6,0,520,8775,3646.6666666666665,15141.666666666666,10000,1000,520,8861.5,4129921.966666667,2658.5,0.0,0.0,109400.0,3004490.0,1865000.0,1139490,0.05,0.3
1076,36,3,1342,33,1,1,6,0,2880,0,3646.6666666666665,7726.666666666666,5000,1000,2880,8736.0,4138657.966666667,144.0,0.0,0.0,109400.0,3007823.333333334,1868333.333333334,1139490,0.05,0.3
1077,36,2,1344,29,1,1,6,0,2640,0,3646.6666666666665,8286.666666666666,10000,0,2640,12508.0,4151165.966666667,132.0,0.0,0.0,109400.0,3009490.0,1870000.0,1139490,0.05,0.3
1078,36,1,1345,26,1,1,6,0,2640,8775,3646.6666666666665,16061.666666666666,5000,0,2640,4875.5,4156041.466666667,2764.5,0.0,0.0,109400.0,3004048.333333334,1873333.333333334,1130715,0.05,0.3
1079,36,2,1345,32,1,1,6,0,2360,0,3646.6666666666665,6206.666666666666,0,1000,2360,3242.0,4159283.466666667,118.0,0.0,0.0,109400.0,3005715.0,1875000.0,1130715,0.05,0.3
1080,36,1,1345,34,1,1,6,0,2360,0,3646.6666666666665,7006.666666666666,0,5000,2360,7242.0,4166525.466666667,118.0,0.0,0.0,109400.0,2930715.0,1800000.0,1130715,0.05,0.3
1081,37,2,1346,31,1,1,6,0,2120,19500,3757.7777777777783,25577.777777777777,1000,0,21620,16664.0,4183189.466666667,5956.0,0.0,0.0,112733.33333333334,2932315.0,1801600.0,1130715,0.05,0.3
1082,37,4,1348,36,1,1,6,0,4480,0,3757.7777777777783,10237.777777777777,10000,0,4480,14256.0,4197445.466666667,224.0,0.0,0.0,112733.33333333334,2932315.0,1801600.0,1130715,0.05,0.3
1083,37,3,1350,29,1,1,6,0,0,0,3757.7777777777783,5957.777777777778,11000,0,0,11000.0,4208445.466666667,0.0,0.0,0.0,112733.33333333334,2935515.0,1804800.0,1130715,0.05,0.3
1084,37,3,1352,34,1,1,6,0,4520,0,3757.7777777777783,9477.777777777777,6000,0,4520,10294.0,4218739.466666667,226.0,0.0,0.0,112733.33333333334,2938715.0,1808000.0,1130715,0.05,0.3
1085,37,2,1352,27,1,1,6,0,1320,2340,3757.7777777777783,8417.777777777777,5000,0,1320,-180477.19999999995,4038262.2666666666,186797.19999999995,36516.0,86513.19999999995,112733.33333333334,2937975.0,1809600.0,1128375,0.05,0.3
1086,37,2,1353,39,1,1,6,0,0,0,3757.7777777777783,4757.777777777778,5000,0,0,5000.0,4043262.2666666666,0.0,0.0,0.0,112733.33333333334,2939575.0,1811200.0,1128375,0.05,0.3
1087,37,3,1355,22,1,1,6,0,2640,10725,3757.7777777777783,17522.777777777777,2000,0,22140,20790.5,4064052.7666666666,3349.5,0.0,0.0,112733.33333333334,2949950.0,1812800.0,1137150,0.05,0.3
